Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script	Language
p_game_j_dare02_181738f1_1	n_nvl	I told you, I'm busy fucking another guy!	game/tl/English/chapter/truth_dare.rpy	793	"n_nvl e2m2 ""[what]"""	EN
p_game_j_dare02_e5738b0f_1	e_nvl	Yes, but it only takes five minutes!	game/tl/English/chapter/truth_dare.rpy	4053	"e_nvl ""[what]"""	EN
p_game_j_dare02_e5212ac8_1	n_nvl	Very funny.	game/tl/English/chapter/truth_dare.rpy	4056	"n_nvl e2m2 ""[what]"""	EN
p_game_j_dare02_aa7e33c8_1	e_nvl	So, see you later? Maybe?	game/tl/English/chapter/truth_dare.rpy	811	"e_nvl ""[what]"""	EN
p_game_j_dare02_bdcea5f7_1	n_nvl	Maybe.	game/tl/English/chapter/truth_dare.rpy	817	"n_nvl e2m2 ""[what]"""	HU
p_game_j_dare02_896c2cdf	t	Will you be in trouble now?	game/tl/English/chapter/truth_dare.rpy	823	"t suspicious ""[what]"""	EN
p_game_j_dare02_11f1dc2e	j	Whatever!	game/tl/English/chapter/truth_dare.rpy	829	"j laugh ""[what]"""	EN
p_game_j_dare02_fe082af1	j	She thinks it's a joke.	game/tl/English/chapter/truth_dare.rpy	835	"j evil ""[what]"""	EN
p_game_j_dare02_52805466	t	Isn't it though? A joke?	game/tl/English/chapter/truth_dare.rpy	841	"t flirt ""[what]"""	EN
p_game_j_dare02_cd30b03e	j	I will decide in the morning.	game/tl/English/chapter/truth_dare.rpy	847	"j flirt ""[what]"""	EN
p_game_j_dare02_983971dd	j	Another cup?	game/tl/English/chapter/truth_dare.rpy	853	"j flirt ""[what]"""	EN
p_game_j_dare02_337cee66	t	Sure, why not?	game/tl/English/chapter/truth_dare.rpy	859	"t smile ""[what]"""	EN
p_game_t_dare02_827a0b1f	j	I want you to take off your pants!	game/tl/English/chapter/truth_dare.rpy	865	"j lust ""[what]"""	EN
p_game_t_dare02_7c780851	t	My pants?	game/tl/English/chapter/truth_dare.rpy	871	"t oh ""[what]"""	EN
p_game_t_dare02_6a45d2f9	j	That is only fair. I'm already walking around in my underwear right now.	game/tl/English/chapter/truth_dare.rpy	877	"j friendly ""[what]"""	EN
p_game_t_dare02_f401cee1	t	Yes, but that was your own choice.	game/tl/English/chapter/truth_dare.rpy	883	"t suspicious ""[what]"""	EN
p_game_t_dare02_f3f707c3	j	So what is it going to be? Be a man and accept the challenge or chicken out and take a drink instead?	game/tl/English/chapter/truth_dare.rpy	889	"j tough ""[what]"""	EN
p_game_t_dare02_c3ea4f01	t	Fine! I'm not afraid.	game/tl/English/chapter/truth_dare.rpy	895	"t sad ""[what]"""	EN
p_game_t_dare02_b8d65de7		He slowly starts pulling down his pants.	game/tl/English/chapter/truth_dare.rpy	901	[what]	EN
p_game_t_dare02_83b9f347		You connect with Tim's mind, and you can sense insecurity.	game/tl/English/chapter/truth_dare.rpy	2281	[what]	EN
p_game_t_dare02_28274ca8		It appears that mortals can feel vulnerable when undressing in front of those they lust after.	game/tl/English/chapter/truth_dare.rpy	2287	[what]	EN
p_game_t_dare02_fa024862		It strikes you as an odd contradiction.	game/tl/English/chapter/truth_dare.rpy	2293	[what]	EN
p_game_t_dare02_b0733486		Being mortal must be more complicated than you'd thought.	game/tl/English/chapter/truth_dare.rpy	2299	[what]	EN
p_game_t_dare02_cb38f65a	j	Very nice!	game/tl/English/chapter/truth_dare.rpy	907	"j desire ""[what]"""	PL
p_game_t_dare02_b337f479	t	Satisfied?	game/tl/English/chapter/truth_dare.rpy	913	"t sad ""[what]"""	EN
p_game_t_dare02_c7c2aea8	j	Turn around!	game/tl/English/chapter/truth_dare.rpy	919	"j lust ""[what]"""	EN
p_game_t_dare02_67b4bd5b		Tim roles his eyes, but turns around.	game/tl/English/chapter/truth_dare.rpy	925	[what]	EN
p_game_t_dare02_0be5c25a	j	Nice backside!	game/tl/English/chapter/truth_dare.rpy	931	"j desire ""[what]"""	EN
p_game_t_dare02_f4a8ac66		And again Jeff watches Tim with these hungry eyes.	game/tl/English/chapter/truth_dare.rpy	937	[what]	EN
p_game_t_dare02_bc855794	t	My turn!	game/tl/English/chapter/truth_dare.rpy	943	"t tough ""[what]"""	EN
p_game_j_truth03_49c4ad61	t	If you where gay, would you be on top or a bottom during sex?	game/tl/English/chapter/truth_dare.rpy	949	"t flirt ""[what]"""	EN
p_game_j_truth03_08e0ec16		You notice a slight increase in lust radiating from Tim as he asks the question.	game/tl/English/chapter/truth_dare.rpy	2306	[what]	EN
p_game_j_truth03_962417d1	j	Purely hypothetically.	game/tl/English/chapter/truth_dare.rpy	955	"j suspicious ""[what]"""	EN
p_game_j_truth03_debd3596	t	Of course.	game/tl/English/chapter/truth_dare.rpy	961	"t laugh ""[what]"""	EN
p_game_j_truth03_00486ef9	j	Top. Naturally, I'd be the Alpha in any relationship.	game/tl/English/chapter/truth_dare.rpy	967	"j tough ""[what]"""	EN
p_game_j_truth03_16dacf31	t	Not even to give it a try? Bottoming, I mean.	game/tl/English/chapter/truth_dare.rpy	973	"t suspicious ""[what]"""	EN
p_game_j_truth03_e2f048c2	j	Out of the question!	game/tl/English/chapter/truth_dare.rpy	979	"j angry ""[what]"""	EN
p_game_j_truth03_f0367a7b	j	My backside stays virgin!	game/tl/English/chapter/truth_dare.rpy	985	"j smile ""[what]"""	EN
p_game_j_truth03_5d4b4121	j	My turn!	game/tl/English/chapter/truth_dare.rpy	991	"j tough ""[what]"""	EN
p_game_t_dare03_41b59b43	t	I want you to close your eyes and let me kiss you wherever I want to.	game/tl/English/chapter/truth_dare.rpy	997	"t desire ""[what]"""	EN
p_game_t_dare03_a724e935	j	Now that sounds interesting!	game/tl/English/chapter/truth_dare.rpy	1003	"j happy ""[what]"""	EN
p_game_t_dare03_51622415		You feel the effort it took Tim to set this task.	game/tl/English/chapter/truth_dare.rpy	1009	[what]	EN
p_game_t_dare03_d6bfcf55		That kiss will probably mean a lot more to him than it does for Jeff.	game/tl/English/chapter/truth_dare.rpy	1676	[what]	EN
p_game_t_dare03_f79f0748		Crazy, that you can feel Tims emotions so freely, but you can't influence them at all.	game/tl/English/chapter/truth_dare.rpy	1021	[what]	EN
p_game_t_dare03_9595b07c		On the other hand, you can whisper something to Jeff - and probably any other person - to influence them to your will. But have no idea what they're thinking or feeling.	game/tl/English/chapter/truth_dare.rpy	1027	[what]	EN
p_game_t_dare03_66146522	t	Okay, for once I am listening to you!	game/tl/English/chapter/truth_dare.rpy	1033	"t suspicious ""[what]"""	EN
p_game_t_dare03_c92b53ba		Tim did not speak these words!	game/tl/English/chapter/truth_dare.rpy	1039	[what]	EN
p_game_t_dare03_21177845		He thought them!	game/tl/English/chapter/truth_dare.rpy	1045	[what]	EN
p_game_t_dare03_6f9b2e39		That also means that you can communicate together that way!	game/tl/English/chapter/truth_dare.rpy	1051	[what]	EN
p_game_t_dare03_597242c4		Jeff stands there with his eyes closed.	game/tl/English/chapter/truth_dare.rpy	1682	[what]	EN
p_game_t_dare03_3ab1c220		If you focus on a part of his body, Tim's eyes will go there too.	game/tl/English/chapter/truth_dare.rpy	1688	[what]	EN
p_game_t_dare03_159f86d0		So you only have to focus hard enough on a certain area of ​​Jeff's body for Tim to kiss him there.	game/tl/English/chapter/truth_dare.rpy	1694	[what]	EN
t_room_p_kiss_nipple_1a7cc50f	j	Oh yes! Play with your tongue!	game/tl/English/chapter/truth_dare.rpy	1057	"j desire ""[what]"""	EN
t_room_p_kiss_nipple_2e34f46c	t	You like it?	game/tl/English/chapter/truth_dare.rpy	1063	"t flirt ""[what]"""	EN
t_room_p_kiss_nipple_9d9f846b	j	Yes, a lot. Don't stop!	game/tl/English/chapter/truth_dare.rpy	1069	"j lust ""[what]"""	EN
t_room_p_kiss_lips_32910764	t	Really?	game/tl/English/chapter/truth_dare.rpy	1075	"t oh ""[what]"""	EN
t_room_p_kiss_lips_d2982568		He bites his lower lip.	game/tl/English/chapter/truth_dare.rpy	1081	[what]	EN
t_room_p_kiss_lips_6a313285	t	Well then.	game/tl/English/chapter/truth_dare.rpy	1087	"t lust ""[what]"""	EN
t_room_p_kiss_lips_b37feeae		He takes a deep breath, and slowly approaches Jeff.	game/tl/English/chapter/truth_dare.rpy	1093	[what]	EN
t_room_p_kiss_lips_722fed38		With his left hand, he holds Jeff's neck and slowly guides Jeff's head in his own direction.	game/tl/English/chapter/truth_dare.rpy	1099	[what]	EN
t_room_p_kiss_lips_7997ffe5		Their lips gently touch.	game/tl/English/chapter/truth_dare.rpy	1105	[what]	EN
t_room_p_kiss_lips_707cc549	j	Oh, okay.	game/tl/English/chapter/truth_dare.rpy	1111	"j oh ""[what]"""	PL
t_room_p_kiss_lips_5d158cc9	t	Was that okay for you?	game/tl/English/chapter/truth_dare.rpy	1117	"t sad ""[what]"""	EN
t_room_p_kiss_lips_9045f9b0	j	Yeah, sure... no problem.	game/tl/English/chapter/truth_dare.rpy	1700	"j suspicious ""[what]"""	EN
t_room_p_kiss_lips_0b905aed	j	I have to make a confession.	game/tl/English/chapter/truth_dare.rpy	1129	"j sad ""[what]"""	EN
t_room_p_kiss_lips_d4829c77	t	What?	game/tl/English/chapter/truth_dare.rpy	1135	"t suspicious ""[what]"""	EN
t_room_p_kiss_lips_e8949ee7	j	That was the first time I kissed a guy.	game/tl/English/chapter/truth_dare.rpy	1141	"j neutral ""[what]"""	EN
t_room_p_kiss_lips_02414820	t	Oh! Sorry. I... didn't know.	game/tl/English/chapter/truth_dare.rpy	1147	"t oh ""[what]"""	EN
t_room_p_kiss_lips_453e1591	t	Was it good, at least?	game/tl/English/chapter/truth_dare.rpy	1153	"t suspicious ""[what]"""	EN
t_room_p_kiss_lips_0e34ad3f	j	It was not much different from a woman, to be honest.	game/tl/English/chapter/truth_dare.rpy	1159	"j suspicious ""[what]"""	EN
t_room_p_kiss_lips_5883fad0	j	Except that it doesn't taste like lipstick or lip gloss!	game/tl/English/chapter/truth_dare.rpy	1165	"j smile ""[what]"""	EN
t_room_p_kiss_lips_80d24308	t	Would you like to do it once more then?	game/tl/English/chapter/truth_dare.rpy	1171	"t flirt ""[what]"""	EN
t_room_p_kiss_lips_b2a3425e		Instead of an answer, Jeff presses Tim against him and the two share a passionate kiss.	game/tl/English/chapter/truth_dare.rpy	1177	[what]	EN
t_room_p_kiss_lips_0c1c09c4		New gallery item unlocked!	game/tl/English/chapter/truth_dare.rpy	1706	[what]	EN
t_room_p_kiss_leg_f35ff8f1	j	Oh yes! come on!	game/tl/English/chapter/truth_dare.rpy	1189	"j desire ""[what]"""	EN
t_room_p_kiss_leg_bbe25541	j	Touch it!	game/tl/English/chapter/truth_dare.rpy	1195	"j lust ""[what]"""	EN
t_room_p_kiss_leg_98ca2515	j	No, don't stop!	game/tl/English/chapter/truth_dare.rpy	1201	"j oh ""[what]"""	EN
t_room_p_kiss_leg_bc82a660	t	"Your shorts said \""Kiss me!\""."	game/tl/English/chapter/truth_dare.rpy	1207	"t smile ""[what]"""	EN
t_room_p_kiss_leg_248916b1	t	And that's what I did!	game/tl/English/chapter/truth_dare.rpy	1213	"t flirt ""[what]"""	EN
t_room_p_kiss_leg_bacd5aa4	j	Shame, that it wasn't printed on other places!	game/tl/English/chapter/truth_dare.rpy	1219	"j flirt ""[what]"""	EN
t_room_p_kiss_leg_d9ae8fab	t	Well, there's nothing you can do about it.	game/tl/English/chapter/truth_dare.rpy	1225	"t flirt ""[what]"""	EN
t_room_p_kiss_belly_a7b12f7f	j	Easy, I'm ticklish there!	game/tl/English/chapter/truth_dare.rpy	1231	"j laugh ""[what]"""	EN
t_room_p_kiss_belly_90bb46f5	t	Good to know!	game/tl/English/chapter/truth_dare.rpy	1237	"t desire ""[what]"""	EN
t_room_p_kiss_belly_e692e178	j	But a little lower I'm not ticklish!	game/tl/English/chapter/truth_dare.rpy	1243	"j desire ""[what]"""	EN
t_room_p_kiss_belly_b63ab3c0	j	"Wouldn't you like to \""kiss\"" me there?"	game/tl/English/chapter/truth_dare.rpy	1249	"j lust ""[what]"""	EN
t_room_p_kiss_belly_971845be		Tim stares for a moment at Jeff's crotch area.	game/tl/English/chapter/truth_dare.rpy	1255	[what]	EN
t_room_p_kiss_belly_ac9c01d1		You can feel Tim's lust but you can also sense his insecurity and doubt.	game/tl/English/chapter/truth_dare.rpy	2313	[what]	EN
t_room_p_kiss_belly_fd2698c1	j	Come on!	game/tl/English/chapter/truth_dare.rpy	1261	"j lust ""[what]"""	EN
t_room_p_kiss_belly_17a9a6c6	b	You both want it!	game/tl/English/chapter/truth_dare.rpy	1267	"b desire ""[what]"""	EN
t_room_p_kiss_belly_ce9c6636	b	You want it so much, I can feel your lust washing over me like the waves of the ocean!	game/tl/English/chapter/truth_dare.rpy	1273	"b smile ""[what]"""	EN
t_room_p_kiss_belly_e48de03a		Tim closes his eyes and recites for the Bible:	game/tl/English/chapter/truth_dare.rpy	1279	[what]	EN
t_room_p_kiss_belly_bba717c7	t	And lead us not into temptation, but deliver us from evil!	game/tl/English/chapter/truth_dare.rpy	1285	"t down ""[what]"""	EN
t_room_p_kiss_belly_9ce2a001	j	What is that suppose to mean?	game/tl/English/chapter/truth_dare.rpy	1291	"j suspicious ""[what]"""	EN
t_room_p_kiss_belly_5a7ca133	t	I'm sorry, I am trying to withstand the temptation.	game/tl/English/chapter/truth_dare.rpy	1297	"t sad ""[what]"""	EN
t_room_p_kiss_belly_720a92b5		He looks in your direction as if there were daggers in his eyes.	game/tl/English/chapter/truth_dare.rpy	1303	[what]	EN
t_room_p_kiss_belly_5d217326	t	And the whispers of foul demons!	game/tl/English/chapter/truth_dare.rpy	1309	"t angry ""[what]"""	EN
t_room_p_kiss_belly_b336e806	j	Oookay...	game/tl/English/chapter/truth_dare.rpy	1315	"j oh ""[what]"""	PL
t_room_p_kiss_belly_20dd35c0	b	You shouldn't do that!	game/tl/English/chapter/truth_dare.rpy	1321	"b tough ""[what]"""	EN
t_room_p_kiss_belly_e5fd96d8		Suddenly, Tim stands up.	game/tl/English/chapter/truth_dare.rpy	1327	[what]	EN
t_room_p_kiss_belly_d2007873	j	What happened?	game/tl/English/chapter/truth_dare.rpy	1333	"j suspicious ""[what]"""	EN
t_room_p_kiss_belly_bbfe1eb4	t	Sorry, it's not your fault!	game/tl/English/chapter/truth_dare.rpy	1339	"t sad ""[what]"""	EN
t_room_p_kiss_belly_7f87e91f	j	Who's fault is it then?	game/tl/English/chapter/truth_dare.rpy	1345	"j suspicious ""[what]"""	EN
t_room_p_kiss_belly_55fe6b07		He looks in your direction as if there were daggers in his eyes.	game/tl/English/chapter/truth_dare.rpy	1351	[what]	EN
t_room_p_kiss_belly_36a21100	t	I feel like I'm being watched.	game/tl/English/chapter/truth_dare.rpy	1713	"t down ""[what]"""	EN
t_room_p_kiss_belly_d954798e		Jeff looks around the seemingly empty room.	game/tl/English/chapter/truth_dare.rpy	1720	[what]	EN
t_room_p_kiss_belly_df75bb9a	j	Who would be watching us?	game/tl/English/chapter/truth_dare.rpy	1369	"j suspicious ""[what]"""	EN
t_room_p_kiss_belly_569c5736	t	Nobody. It's stupid. Sorry for ruining the mood.	game/tl/English/chapter/truth_dare.rpy	1375	"t sad ""[what]"""	EN
t_room_p_kiss_belly_96d0c41b	j	No problem.	game/tl/English/chapter/truth_dare.rpy	1381	"j sad ""[what]"""	EN
t_room_p_kiss_belly_a5b6fc5a		Tim pulls Jeff's underwear exposing his cock.	game/tl/English/chapter/truth_dare.rpy	1387	[what]	EN
t_room_p_kiss_belly_fc0b2c19	j	Oh, wow. Really?	game/tl/English/chapter/truth_dare.rpy	1393	"j oh ""[what]"""	EN
t_room_p_kiss_belly_bf2ae181	t	Should I stop?	game/tl/English/chapter/truth_dare.rpy	1399	"t smile ""[what]"""	EN
t_room_p_kiss_belly_58dfb43f	j	No way!	game/tl/English/chapter/truth_dare.rpy	1405	"j lust ""[what]"""	EN
t_room_p_kiss_belly_9b094aed	j	Take it in your mouth, you little bitch!	game/tl/English/chapter/truth_dare.rpy	1411	"j desire ""[what]"""	EN
t_room_p_kiss_belly_0ddf5e28		Tim's lips gently close around Jeff's cock.	game/tl/English/chapter/truth_dare.rpy	1417	[what]	EN
t_room_p_kiss_belly_9ca8bcfe		Desire makes Jeff moan!	game/tl/English/chapter/truth_dare.rpy	1423	[what]	EN
t_room_p_kiss_belly_283a16fb	j	Oh fuck yeah!	game/tl/English/chapter/truth_dare.rpy	1429	"j lust ""[what]"""	EN
t_room_309d5b2e	t	Come in.	game/tl/English/chapter/t_room.rpy	7	"t friendly ""[what]"""	EN
t_room_695b0686	j	So this is your room?	game/tl/English/chapter/t_room.rpy	13	"j flirt ""[what]"""	EN
t_room_0c0fa789	t	Yes, make yourself at home.	game/tl/English/chapter/t_room.rpy	19	"t happy ""[what]"""	EN
t_room_2c6df5ea	t	I'll uh ... look around and see what we have.	game/tl/English/chapter/t_room.rpy	25	"t smile ""[what]"""	EN
t_room_e29aa59c	j	Cool	game/tl/English/chapter/t_room.rpy	31	"j smile ""[what]"""	EN
t_room_6c490d3e	b	I'd better stay with Tim.	game/tl/English/chapter/t_room.rpy	37	"b suspicious ""[what]"""	EN
t_room_2039d3b2	b	I don't trust Jeff.	game/tl/English/chapter/t_room.rpy	43	"b suspicious ""[what]"""	EN
t_room_874704f0	b	I'd better keep an eye on him.	game/tl/English/chapter/t_room.rpy	49	"b suspicious ""[what]"""	EN
t_steal_alcohol_b4aa08b1	t	Okay, what should I bring?	game/tl/English/chapter/t_room.rpy	55	"t suspicious ""[what]"""	EN
t_steal_alcohol_73ed5044		He looks around the room.	game/tl/English/chapter/t_room.rpy	61	[what]	EN
t_steal_alcohol_649117e8		Several bottles are standing around, all still full.	game/tl/English/chapter/t_room.rpy	67	[what]	EN
t_livingroom_wein_9e83265d	t	This is a special wine.	game/tl/English/chapter/t_room.rpy	535	"t smile ""[what]"""	EN
t_livingroom_wein_bf203096	t	I am not an expert here.	game/tl/English/chapter/t_room.rpy	541	"t down ""[what]"""	EN
t_livingroom_wein_7f0be5bd	t	But the bottle is definitely very expensive!	game/tl/English/chapter/t_room.rpy	547	"t evil ""[what]"""	EN
t_livingroom_wein_a1bc93b4	t	Shall we take it?	game/tl/English/chapter/t_room.rpy	553	"t suspicious ""[what]"""	EN
t_livingroom_wein_0089a52c	t	Ok, here we go!	game/tl/English/chapter/t_room.rpy	559	"t happy ""[what]"""	NL
t_livingroom_wein_7d73b3de	t	It's probably better that way.	game/tl/English/chapter/t_room.rpy	565	"t smile ""[what]"""	EN
t_livingroom_wein_892e023d	t	We wouldn't have appreciated it anyway.	game/tl/English/chapter/t_room.rpy	571	"t sad ""[what]"""	EN
t_livingroom_wein_7e2d26eb	t	And my parents would have killed me if we just popped a bottle as expensive as this one.	game/tl/English/chapter/t_room.rpy	577	"t tough ""[what]"""	EN
t_livingroom_wein_0e7470a9	t	I'll look around again.	game/tl/English/chapter/t_room.rpy	2847	"t suspicious ""[what]"""	EN
t_livingroom_wein_20944cfc	t	Are you still not talking to me?	game/tl/English/chapter/t_room.rpy	589	"t sad ""[what]"""	EN
t_livingroom_wein_b446066a	t	If we open the bottle, my parents will kill me.	game/tl/English/chapter/t_room.rpy	595	"t suspicious ""[what]"""	EN
t_livingroom_wein_fdc6bc07	t	Let me look for something better.	game/tl/English/chapter/t_room.rpy	601	"t flirt ""[what]"""	EN
t_livingroom_water_e03b7ced	t	Maybe you were right after all and I shouldn't be getting alcohol.	game/tl/English/chapter/t_room.rpy	2853	"t suspicious ""[what]"""	EN
t_livingroom_water_93bc43ae	t	We shouldn't need alcohol just to have fun.	game/tl/English/chapter/t_room.rpy	613	"t neutral ""[what]"""	EN
t_livingroom_water_2145c20d	t	Right?	game/tl/English/chapter/t_room.rpy	619	"t smile ""[what]"""	EN
t_livingroom_water_dc09e798	t	I could just bring in the bottle of water and claim there's no alcohol in the house.	game/tl/English/chapter/t_room.rpy	625	"t suspicious ""[what]"""	EN
t_livingroom_water_af79e971	t	He'll think I'm a complete loser.	game/tl/English/chapter/t_room.rpy	631	"t sad ""[what]"""	EN
t_livingroom_water_991eea45	t	So what.	game/tl/English/chapter/t_room.rpy	637	"t tough ""[what]"""	EN
t_livingroom_water_719f0fd2	t	If he just came in for the alcohol, maybe it's better if he leaves.	game/tl/English/chapter/t_room.rpy	2896	"t tough ""[what]"""	EN
t_livingroom_water_3df8a556	t	All my words.	game/tl/English/chapter/t_room.rpy	649	"t happy ""[what]"""	EN
t_livingroom_water_7c2e50ca	t	Water is for losers.	game/tl/English/chapter/t_room.rpy	655	"t evil ""[what]"""	EN
t_livingroom_water_d3780b23	t	We're having a party tonight!	game/tl/English/chapter/t_room.rpy	661	"t laugh ""[what]"""	EN
t_livingroom_water_4f53bc59	t	You could really say something!	game/tl/English/chapter/t_room.rpy	667	"t angry ""[what]"""	EN
t_livingroom_water_6a3f4c49	t	I don't need your advice anyway.	game/tl/English/chapter/t_room.rpy	673	"t angry ""[what]"""	EN
t_livingroom_water_b04be3bc	t	Water is boring!	game/tl/English/chapter/t_room.rpy	679	"t tough ""[what]"""	EN
t_livingroom_water_14c963f0	t	Let's see what else can be found!	game/tl/English/chapter/t_room.rpy	685	"t smile ""[what]"""	EN
t_livingroom_liquor_447f1aaf	t	Oh, that's great!	game/tl/English/chapter/t_room.rpy	691	"t happy ""[what]"""	EN
t_livingroom_liquor_d78f6e5a	t	Liqueur.	game/tl/English/chapter/t_room.rpy	697	"t flirt ""[what]"""	FR
t_livingroom_liquor_b9e6e1e3	t	Tastes really sweet and delicious.	game/tl/English/chapter/t_room.rpy	703	"t desire ""[what]"""	EN
t_livingroom_liquor_f52679bf	t	But it has a lot of alcohol!	game/tl/English/chapter/t_room.rpy	709	"t evil ""[what]"""	EN
t_livingroom_liquor_57003b87	t	You're gonna feel great...	game/tl/English/chapter/t_room.rpy	715	"t smile ""[what]"""	EN
t_livingroom_liquor_bb3b0302	t	And then it rolls over you like an unstoppable freight train!	game/tl/English/chapter/t_room.rpy	721	"t pain ""[what]"""	EN
t_livingroom_liquor_a53381c9	t	And crazy headaches the next day are guaranteed.	game/tl/English/chapter/t_room.rpy	727	"t sad ""[what]"""	EN
t_livingroom_liquor_51c91bad	t	But before that, a fun evening is also guaranteed.	game/tl/English/chapter/t_room.rpy	733	"t desire ""[what]"""	EN
t_livingroom_liquor_7d152690	t	What do you think?	game/tl/English/chapter/t_room.rpy	739	"t desire ""[what]"""	EN
t_livingroom_liquor_0ff695b0	t	Understood!	game/tl/English/chapter/t_room.rpy	745	"t happy ""[what]"""	EN
t_livingroom_liquor_024c0f74	t	The sweet sin!	game/tl/English/chapter/t_room.rpy	751	"t lust ""[what]"""	EN
t_livingroom_liquor_74e7c0e9	t	Oh, we'll definitely regret this tomorrow!	game/tl/English/chapter/t_room.rpy	757	"t oh ""[what]"""	EN
t_livingroom_liquor_6820667c	t	But who thinks about tomorrow?	game/tl/English/chapter/t_room.rpy	763	"t evil ""[what]"""	EN
t_livingroom_liquor_99bf3789	t	Carpe Diem!	game/tl/English/chapter/t_room.rpy	769	"t smile ""[what]"""	IT
t_livingroom_liquor_3d3cc6a9	t	Here we go!	game/tl/English/chapter/t_room.rpy	775	"t happy ""[what]"""	NL
t_livingroom_liquor_04c44d5f	t	You're probably right.	game/tl/English/chapter/t_room.rpy	781	"t suspicious ""[what]"""	EN
t_livingroom_liquor_ddb6b42e	t	The hangover would be brutal!	game/tl/English/chapter/t_room.rpy	787	"t evil ""[what]"""	EN
t_livingroom_liquor_fb38c3d6	t	What else do we have to offer?	game/tl/English/chapter/t_room.rpy	2902	"t suspicious ""[what]"""	EN
t_livingroom_liquor_b5b971f5	t	Are you really going to do this all the way to the end?	game/tl/English/chapter/t_room.rpy	799	"t angry ""[what]"""	EN
t_livingroom_liquor_81f75ce8	t	Well, I don't care.	game/tl/English/chapter/t_room.rpy	805	"t neutral ""[what]"""	EN
t_livingroom_liquor_6982954f	t	I like liquor, but I have a better idea to get wasted!	game/tl/English/chapter/t_room.rpy	811	"t suspicious ""[what]"""	EN
t_livingroom_chardonnay_2036415e	t	Oh wow. That's heavy!	game/tl/English/chapter/t_room.rpy	817	"t oh ""[what]"""	EN
t_livingroom_chardonnay_6e72bb1e	t	This is a party-bottle!	game/tl/English/chapter/t_room.rpy	823	"t evil ""[what]"""	EN
t_livingroom_chardonnay_0b74c538	t	It's really cheap booze.	game/tl/English/chapter/t_room.rpy	829	"t laugh ""[what]"""	EN
t_livingroom_chardonnay_1d26086a	t	It still gets you drunk fast.	game/tl/English/chapter/t_room.rpy	835	"t desire ""[what]"""	EN
t_livingroom_chardonnay_83bafef1	t	If we kill this, we're gonna blackout till tomorrow morning!	game/tl/English/chapter/t_room.rpy	841	"t laugh ""[what]"""	EN
t_livingroom_chardonnay_35b9da0b	t	But before that, at least one of us is going to be totally powerless!	game/tl/English/chapter/t_room.rpy	847	"t lust ""[what]"""	EN
t_livingroom_chardonnay_6c2fd436	t	What do you think? Shall we go all in?	game/tl/English/chapter/t_room.rpy	853	"t desire ""[what]"""	EN
t_livingroom_chardonnay_d638504b	t	Oh, okay. I wouldn't have guessed it.	game/tl/English/chapter/t_room.rpy	859	"t oh ""[what]"""	EN
t_livingroom_chardonnay_32347a19	t	Maybe you are not too bad after all?	game/tl/English/chapter/t_room.rpy	865	"t evil ""[what]"""	EN
t_livingroom_chardonnay_ba4780e6	t	Well, here goes nothing!	game/tl/English/chapter/t_room.rpy	871	"t happy ""[what]"""	EN
t_livingroom_chardonnay_f92408f5	t	On your responsibility!	game/tl/English/chapter/t_room.rpy	877	"t laugh ""[what]"""	EN
t_livingroom_chardonnay_4330f3b4	t	I thought you were a coward!	game/tl/English/chapter/t_room.rpy	2908	"t suspicious ""[what]"""	EN
t_livingroom_chardonnay_47ed89c4	t	Well, we have more options.	game/tl/English/chapter/t_room.rpy	889	"t smile ""[what]"""	EN
t_livingroom_chardonnay_06800040	t	So we still can't get a word out?	game/tl/English/chapter/t_room.rpy	895	"t suspicious ""[what]"""	EN
t_livingroom_chardonnay_7f4f78db	t	Then it's probably my decision!	game/tl/English/chapter/t_room.rpy	901	"t happy ""[what]"""	EN
t_livingroom_chardonnay_79b43788	t	He wanted alcohol. And that's definitely a lot of alcohol.	game/tl/English/chapter/t_room.rpy	2914	"t suspicious ""[what]"""	EN
t_livingroom_chardonnay_c274e12e	t	So actually, that's exactly what we're looking for!	game/tl/English/chapter/t_room.rpy	913	"t desire ""[what]"""	EN
t_livingroom_chardonnay_9dc0f91d	t	Bet we get the bottle empty?	game/tl/English/chapter/t_room.rpy	919	"t laugh ""[what]"""	EN
t_room_jeff_9f13727e	j	Well, let's see what we have here!	game/tl/English/chapter/t_room.rpy	925	"j happy ""[what]"""	EN
t_room_nav_done_df7afe23	j	Well, that was very revealing.	game/tl/English/chapter/t_room.rpy	931	"j happy ""[what]"""	EN
t_room_controller_57066638	j	Let's see what games he installed.	game/tl/English/chapter/t_room.rpy	937	"j smile ""[what]"""	EN
t_room_controller_e46b107b	b	What is that magic box?	game/tl/English/chapter/t_room.rpy	943	"b oh ""[what]"""	EN
t_room_controller_fbfdf955	j	"\""Bound to College\"""	game/tl/English/chapter/t_room.rpy	949	"j suspicious ""[what]"""	EN
t_room_controller_570711ab	j	This has to be the game he was talking about.	game/tl/English/chapter/t_room.rpy	2859	"j neutral ""[what]"""	EN
t_room_controller_b4c18009	b	A window into another world?	game/tl/English/chapter/t_room.rpy	961	"b suspicious ""[what]"""	EN
t_room_controller_53365b8a	j	What kind of game is this?	game/tl/English/chapter/t_room.rpy	967	"j tough ""[what]"""	EN
t_room_controller_e1e2f3d1	j	Looks pretty gay to me!	game/tl/English/chapter/t_room.rpy	973	"j mischievious ""[what]"""	EN
